Date ,Year,Name ,Caption ,URL 
18-Nov,2004,Galaxy Cluster Cl 0024+17,"In this image of the galaxy cluster Cl 0024+17, blue streaks are images of very distant galaxies that are behind the cluster. The distant galaxies appear distorted because their light is bent and magnified by the cluster's gravity. ",https://hubblesite.org/contents/media/images/2007/17/2122-Image.html
19-Nov,2001,Dumbbell Nebula,"This image captures a small part of the Dumbbell Nebula, which resides more than 1,200 light-years away. Known as a planetary nebula, it is the result of an old star that has shed its outer layers in a glowing display of color. It was the first planetary nebula ever discovered. ",https://hubblesite.org/contents/media/images/2003/06/1295-Image.html
20-Nov,2005,Interacting Galaxies Arp 148,"Arp 148 is the aftermath of an encounter between two galaxies, resulting in a ring-shaped galaxy and an elongated companion. The shapes and arrangement of the galaxies suggest that this is a snapshot of an ongoing collision. ",https://hubblesite.org/contents/media/images/2008/16/2309-Image.html
21-Nov,2014,Galaxy Cluster MACS J1149.6+2223,"This massive cluster of galaxies is MACS J1149.6+2223. In this image, light from a distant supernova appears in four different places. The multiple supernova images are created as the exploding star's light is bent by the powerful gravity of a large galaxy in the cluster.",https://hubblesite.org/contents/media/images/2015/08/3496-Image.html
22-Nov,2003,Galaxy NGC 1313,This image captures the central region of the barred spiral galaxy NGC 1313. The galaxy is located roughly 14 million light-years away in the constellation Reticulum. ,https://hubblesite.org/contents/media/images/2007/05/2044-Image.html
23-Nov,2013,Galaxy Cluster Abell 2744,"Located 3.5 billion light-years away, Abell 2744 contains several hundred galaxies and might be a pile-up of at least four smaller galaxy clusters. Abell 2744’s strong gravitational field acts as a lens, brightening and magnifying the light of nearly 3,000 distant background galaxies.",https://hubblesite.org/image/3868/category/52-frontier-fields
24-Nov,2013,Galaxy Cluster Abell 2744,"Located 3.5 billion light-years away, Abell 2744 contains several hundred galaxies and might be a pile-up of at least four smaller galaxy clusters. Abell 2744’s strong gravitational field acts as a lens, brightening and magnifying the light of nearly 3,000 distant background galaxies.",https://hubblesite.org/image/3868/category/52-frontier-fields
25-Nov,2014,Star Cluster Westerlund 2,"This image captures a giant cluster of about 3,000 stars called Westerlund 2. The cluster resides inside a vibrant stellar breeding ground known as Gum 29, located 20,000 light-years away in the constellation Carina.",https://hubblesite.org/contents/media/images/2015/12/3519-Image.html
26-Nov,1998,Galaxy NGC 3079,"This image reveals the dramatic activities within the core of the galaxy NGC 3079, where a bubble of hot gas is rising from a cauldron of glowing material. The structure is more than 3,000 light-years wide and rises 3,500 light-years above the galaxy's disk. ",https://hubblesite.org/contents/media/images/2001/28/1096-Image.html
27-Nov,2008,Planetary Nebula NGC 2818,"The spectacular structure of the planetary nebula NGC 2818 contains the outer layers of a dying star that were expelled into interstellar space. Our own Sun will undergo a similar process, but not for another 5 billion years or so.",https://hubblesite.org/contents/media/images/2009/05/2464-Image.html
28-Nov,2003,Supernova 1987A,"Many bright spots glow along a ring of gas like pearls on a necklace. These cosmic ""pearls"" are produced as a shock wave from a supernova called SN 1987A slams into the  gas ring at more than a million miles per hour. The collision heats the ring, causing it to glow.",https://hubblesite.org/contents/media/images/2004/09/1475-Image.html
29-Nov,1996,Mars,Hubble took this image of Mars as part of a sequence tracking a storm near the planet's northern polar cap. The remnants of the storm are visible as salmon-colored streaks against the cap.,https://hubblesite.org/contents/news-releases/1996/news-1996-34.html
30-Nov,2014,Star Cluster Westerlund 2,"This image captures a giant cluster of about 3,000 stars called Westerlund 2. The cluster resides inside a vibrant stellar breeding ground known as Gum 29, located 20,000 light-years away in the constellation Carina.",https://hubblesite.org/contents/media/images/2015/12/3519-Image.html
1-Dec,2007,Mars,"Hubble captured this image of Mars soon before the planet made its closest approach to Earth in 2007. White clouds cover the north polar region. The long, dark feature to the lower left of center is the canyon system Valles Marineris.",https://hubblesite.org/contents/media/images/2007/45/2224-Image.html
2-Dec,2005,Whirlpool Galaxy in Infrared,"This image reveals the Whirlpool galaxy's skeletal dust structure, as seen in infrared light. The red color in this infrared image traces the galaxy's dust, which is punctuated by hundreds of clumps of stars, each about 65 light-years wide. ",https://hubblesite.org/contents/media/images/2011/03/2810-Image.html
3-Dec,2009,Nebula and Star Cluster NGC 3603,"In NGC 3603, a glittering cluster of stars is surrounded by clouds of gas and dust. The cluster contains some of the most massive stars known. These huge stars live fast and die young, ultimately ending their lives in supernova explosions.",https://hubblesite.org/contents/media/images/2010/22/2750-Image.html
4-Dec,2002,Andromeda Galaxy Halo,"This image captures the light from 300,000 stars (and a star cluster) in the Andromeda galaxy's halo, a vast spherical cloud of stars surrounding the galaxy's bright disk. Also embedded in the image are many background galaxies that are much farther away. ",https://hubblesite.org/contents/media/images/2003/15/1338-Image.html
5-Dec,2005,Galaxy M81,"The arms of the ""grand design"" spiral galaxy M81 are filled with young, bluish, hot stars. The greenish regions in the image are bright, gaseous clouds where new stars are forming. ",https://hubblesite.org/contents/media/images/2007/19/2127-Image.html
6-Dec,2006,Supernova 1987A,"This image shows the remnant of Supernova 1987A, a stellar explosion in a nearby galaxy that astronomers witnessed in 1987. A shock wave of material unleashed by the stellar blast is slamming into a surrounding ring of gas, causing it to glow.",https://hubblesite.org/contents/media/images/2010/30/2768-Image.html
7-Dec,1995,Southern Ring Nebula,"This image of the Southern Ring Nebula clearly shows two stars near the center of the nebula: a bright, white one, and a fainter companion to its upper right. The faint star is actually the star that has ejected the material that forms the nebula.",https://hubblesite.org/contents/media/images/1998/39/729-Image.html
8-Dec,2006,Supernova 1987A,"This image shows the remnant of Supernova 1987A, a stellar explosion in a nearby galaxy that astronomers witnessed in 1987. A shock wave of material unleashed by the stellar blast is slamming into a surrounding ring of gas, causing it to glow.",https://hubblesite.org/contents/media/images/2010/30/2768-Image.html
9-Dec,2006,Supernova 1987A,"This image shows the remnant of Supernova 1987A, a stellar explosion in a nearby galaxy that astronomers witnessed in 1987. A shock wave of material unleashed by the stellar blast is slamming into a surrounding ring of gas, causing it to glow.",https://hubblesite.org/contents/media/images/2010/30/2768-Image.html
10-Dec,2005,Galaxy M81,"The arms of the ""grand design"" spiral galaxy M81 are filled with young, bluish, hot stars. The greenish regions in the image are bright, gaseous clouds where new stars are forming. ",https://hubblesite.org/contents/media/images/2007/19/2127-Image.html
11-Dec,2005,Galaxy M81,"The arms of the ""grand design"" spiral galaxy M81 are filled with young, bluish, hot stars. The greenish regions in the image are bright, gaseous clouds where new stars are forming. ",https://hubblesite.org/contents/media/images/2007/19/2127-Image.html
12-Dec,2005,Galaxy Cluster SDSS J1004+4112,"This picture captures a galaxy cluster called SDSS J1004+4112 that's so massive that its gravity bends light from galaxies behind it. The light of a distant quasar (the brilliant core of an active galaxy) has been bent around the cluster, appearing in five places in this image.",https://hubblesite.org/contents/media/images/2006/23/1929-Image.html?itemsPerPage=100&page=6&filterUUID=8a87f02e-e18b-4126-8133-2576f4fdc5e2&news=true
13-Dec,2018,Comet Wirtanen,"In this image, the nucleus of comet 46P/Wirtanen is hidden in the center of a fuzzy glow from the comet's coma. The coma is a cloud of gas and dust that the comet has ejected as it is heated by the Sun during its passage through the inner solar system.",https://hubblesite.org/contents/media/images/2018/63/4300-Image.html
14-Dec,2014,Galaxy Cluster MACS J1149.6+2223,"This massive cluster of galaxies is MACS J1149.6+2223. In this image, light from a distant supernova appears in four different places. The multiple supernova images are created as the exploding star's light is bent by the powerful gravity of a large galaxy in the cluster.",https://hubblesite.org/contents/media/images/2015/08/3496-Image.html
15-Dec,2005,Galaxy M81,"The arms of the ""grand design"" spiral galaxy M81 are filled with young, bluish, hot stars. The greenish regions in the image are bright, gaseous clouds where new stars are forming. ",https://hubblesite.org/contents/media/images/2007/19/2127-Image.html
16-Dec,2002,Andromeda Galaxy Halo,"This image captures the light from 300,000 stars (and a star cluster) in the Andromeda galaxy's halo, a vast spherical cloud of stars surrounding the galaxy's bright disk. Also embedded in the image are many background galaxies that are much farther away.",https://hubblesite.org/contents/media/images/2003/15/1338-Image.html
17-Dec,2010,Interacting Galaxies Arp 273,"Arp 273 is of a pair of interacting galaxies that form a shape resembling a rose. The larger of the spiral galaxies, known as UGC 1810, has a disk that is distorted by the gravitational pull of the galaxy below it, known as UGC 1813.",https://hubblesite.org/contents/media/images/2011/11/2836-Image.html
18-Dec,1995,Hubble Deep Field,"Called the Hubble Deep Field, this image captures several hundred galaxies that had never been seen before. Some galaxies are near and some are very far. Their various shapes and colors provide clues about the evolution of the universe.",https://hubblesite.org/contents/media/images/1996/01/385-Image.html
19-Dec,1995,Hubble Deep Field,"Called the Hubble Deep Field, this image captures several hundred galaxies that had never been seen before. Some galaxies are near and some are very far. Their various shapes and colors provide clues about the evolution of the universe.",https://hubblesite.org/contents/media/images/1996/01/385-Image.html
20-Dec,1998,Globular Cluster M15,"These stars belong to the globular cluster M15. Nestled among them is an astronomical oddity. The pinkish object to the upper left of the cluster's core is a gas cloud surrounding a dying star. Known as Kuestner 648, this was the first planetary nebula found in a globular cluster.",https://hubblesite.org/contents/media/images/2000/25/981-Image.html
21-Dec,1995,Hubble Deep Field,"Called the Hubble Deep Field, this image captures several hundred galaxies that had never been seen before. Some galaxies are near and some are very far. Their various shapes and colors provide clues about the evolution of the universe.",https://hubblesite.org/contents/media/images/1996/01/385-Image.html
22-Dec,2009,Galaxy NGC 4214,"The dwarf galaxy NGC 4214 is ablaze with young stars and gas clouds. This image captures intricate patterns of glowing hydrogen shaped during the star-birthing process, cavities blown clear of gas by stellar winds, and bright stellar clusters.",https://hubblesite.org/contents/media/images/2011/14/2844-Image.html
23-Dec,2009,Galaxy NGC 4214,"The dwarf galaxy NGC 4214 is ablaze with young stars and gas clouds. This image captures intricate patterns of glowing hydrogen shaped during the star-birthing process, cavities blown clear of gas by stellar winds, and bright stellar clusters.",https://hubblesite.org/contents/media/images/2011/14/2844-Image.html
24-Dec,2009,Galaxy NGC 4214,"The dwarf galaxy NGC 4214 is ablaze with young stars and gas clouds. This image captures intricate patterns of glowing hydrogen shaped during the star-birthing process, cavities blown clear of gas by stellar winds, and bright stellar clusters.",https://hubblesite.org/contents/media/images/2011/14/2844-Image.html
25-Dec,2009,Galaxy NGC 4214,"The dwarf galaxy NGC 4214 is ablaze with young stars and gas clouds. This image captures intricate patterns of glowing hydrogen shaped during the star-birthing process, cavities blown clear of gas by stellar winds, and bright stellar clusters.",https://hubblesite.org/contents/media/images/2011/14/2844-Image.html
26-Dec,1995,Hubble Deep Field,"Called the Hubble Deep Field, this image captures several hundred galaxies that had never been seen before. Some galaxies are near and some are very far. Their various shapes and colors provide clues about the evolution of the universe.",https://hubblesite.org/contents/media/images/1996/01/385-Image.html
27-Dec,2006,Galaxy NGC 2976,"This picture shows the inner region of NGC 2976, located roughly 11 million light-years away in the constellation Ursa Major. Despite the lack of well-defined arms visible in this image, NGC 2976 is a spiral galaxy.",https://hubblesite.org/contents/media/images/2010/05/2682-Image.html
28-Dec,1997,Galaxy I Zwicky 18,"This image captures the irregular dwarf galaxy I Zwicky 18 and a companion galaxy to its upper right. The two galaxies are interacting, triggering star formation in I Zwicky 18. ",https://hubblesite.org/contents/media/images/2004/35/1621-Image.html
29-Dec,2005,Nebula and Star Cluster NGC 3603,"In NGC 3603, thousands of sparkling, young stars are nestled within a giant nebula. This stellar ""jewel box"" is one of the most massive young star clusters in our Milky Way galaxy.",https://hubblesite.org/contents/media/images/2007/34/2189-Image.html
30-Dec,1998,Stephan's Quintet,"This close-up shows four of the five galaxies that make up Stephan’s Quintet. The image reveals bright, blue clusters of stars, born from the violent interactions between some of the member galaxies.",https://hubblesite.org/contents/media/images/2001/22/1082-Image.html
31-Dec,2006,Galaxy M81,"The arms of the ""grand design"" spiral galaxy M81 are filled with young, bluish, hot stars. The greenish regions in the image are bright, gaseous clouds where new stars are forming. ",https://hubblesite.org/contents/media/images/2007/19/2127-Image.html
